methodID,date,premium,HighBond,LowBond,meanLine,asiaPos,usPos,operation
signal1-model1,2020-08-06,3.89157803921569,3.97075099792566,3.74513495344197,3.85794297568382,0,0,
signal1-model1,2020-08-07,3.98605925925926,3.98322195002045,3.74238659393978,3.86280427198011,27,-4.47,超上限\收盘加仓美股
signal1-model1,2020-08-10,3.98615762376238,3.99695123576775,3.74284492685614,3.86989808131194,27,-4.47,
signal1-model1,2020-08-11,3.92082509803922,4.00131863857214,3.7515284549083,3.87642354674022,27,-4.47,
signal1-model1,2020-08-12,3.96485373737374,4.00514984314128,3.75097314079386,3.87806149196757,27,-4.47,
signal1-model1,2020-08-13,3.92628466257669,4.00620713867092,3.75110308075266,3.87865510971179,27,-4.47,
signal1-model1,2020-08-14,4.00134806866953,4.01984052952249,3.75357464602177,3.88670758777213,27,-4.47,
signal1-model1,2020-08-17,3.91190379746835,4.02224350777693,3.7559830747045,3.88911329124072,27,-4.47,
signal1-model1,2020-08-18,3.86697131147541,4.02220963324162,3.75590703561123,3.88905833442643,27,-4.47,
signal1-model1,2020-08-19,3.8,4.01991976380758,3.74744977461048,3.88368476920903,27,-4.47,
signal1-model1,2020-08-20,3.9624701754386,4.02167921825641,3.76969593230011,3.89568757527826,27,-4.47,
signal1-model1,2020-08-21,3.78278040089087,4.01196864773594,3.75858413886926,3.8852763933026,27,-4.47,
signal1-model1,2020-08-24,3.91244965831435,4.01338079208785,3.77016154571465,3.89177116890125,27,-4.47,
signal1-model1,2020-08-25,3.88068703296703,4.00778524984457,3.79012805540558,3.89895665262507,27,-4.47,
signal1-model1,2020-08-26,3.96700363636364,4.0133303938462,3.79996030206734,3.90664534795677,27,-4.47,
signal1-model1,2020-08-27,3.89602133333333,4.00818915114041,3.81778022677903,3.91298468895972,27,-4.47,
signal1-model1,2020-08-28,3.91042201834862,4.00849547205364,3.81820231774632,3.91334889489998,27,-4.47,
signal1-model1,2020-08-31,3.80851809954751,4.0083064120354,3.81862140994153,3.91346391098846,0,0,跌下限\开盘平\收盘平
signal1-model1,2020-09-01,3.86099203747073,4.00737829282942,3.81444837575172,3.91091333429057,0,0,
signal1-model1,2020-09-02,3.8399619047619,3.99979788412878,3.8079309053989,3.90386439476384,0,0,
signal1-model1,2020-09-03,3.84881090909091,3.99936542151922,3.80408665499599,3.9017260382576,0,0,
signal1-model1,2020-09-04,3.87782775119617,3.98953195989762,3.80309696581128,3.89631446285445,0,0,
signal1-model1,2020-09-07,3.5046686825054,4.02884501363063,3.71563501795257,3.8722400157916,-23.15,3.52,跌下限\收盘加仓美股
signal1-model1,2020-09-08,3.26893606557377,4.09426639040989,3.58502473792676,3.83964556416833,0,0,跌下限\开盘平\收盘平
signal1-model1,2020-09-09,3.82443451327434,4.08339525345937,3.58185395246735,3.83262460296336,0,0,
signal1-model1,2020-09-10,3.81863908523908,4.07584171490065,3.57864293329231,3.82724232409648,0,0,
signal1-model1,2020-09-11,3.85019829059829,4.06080537231925,3.57856429806658,3.81968483519292,0,0,
signal1-model1,2020-09-14,3.78350212765957,4.05240788042509,3.57412162297987,3.81326475170248,0,0,
signal1-model1,2020-09-15,3.87539669421488,4.05306979789261,3.57430224378629,3.81368602083945,0,0,
signal1-model1,2020-09-16,3.68042985074627,4.05122462842644,3.56419039832709,3.80770751337676,0,0,
signal1-model1,2020-09-17,3.92919367588933,4.04730170825681,3.56478566854179,3.8060436883993,0,0,
signal1-model1,2020-09-18,3.83576153846154,4.05000024246872,3.56738524808695,3.80869274527783,0,0,
signal1-model1,2020-09-21,3.81464046242775,4.04234366832183,3.56526090264517,3.8038022854835,0,0,
signal1-model1,2020-09-22,3.89867784431138,4.04400499907365,3.56539865302779,3.80470182605072,0,0,
signal1-model1,2020-09-23,3.77581351351351,4.0275836373294,3.56270100248703,3.79514231990821,0,0,
signal1-model1,2020-09-24,3.92406432748538,4.03061166400807,3.56247727522357,3.79654446961582,0,0,
signal1-model1,2020-09-25,3.893,4.02880789856968,3.5625388388271,3.79567336869839,0,0,
signal1-model1,2020-09-28,3.6231037593985,4.02651767667599,3.54628762670588,3.78640265169093,0,0,
signal1-model1,2020-09-29,4.06147042253521,4.05278259454252,3.5400705473458,3.79642657094416,28.4,-4.73,超上限\收盘加仓美股
signal1-model1,2020-09-30,3.970112,4.06554792016647,3.54032023124565,3.80293407570606,28.4,-4.73,
signal1-model1,2020-10-01,4.02113927272727,4.08390944138115,3.53919154639461,3.81155049388788,28.4,-4.73,
signal1-model1,2020-10-02,4.16544363636364,4.12258006919261,3.5292825070999,3.82593128814626,0,0,超上限\开盘平\收盘平
signal1-model1,2020-10-05,3.76256116838488,4.11425295165564,3.56339887322481,3.83882591244023,0,0,
signal1-model1,2020-10-06,3.93264109589041,4.06130968875229,3.68271263915983,3.87201116395606,0,0,
signal1-model1,2020-10-07,3.96082593250444,4.06959196426849,3.68806950556664,3.87883073491757,0,0,
signal1-model1,2020-10-08,3.93576920529801,4.07511698955665,3.69425749228438,3.88468724092051,0,0,
signal1-model1,2020-10-09,4.09310298013245,4.09911233171965,3.69455261907479,3.89683247539722,0,0,
signal1-model1,2020-10-12,3.98930046224961,4.10751683471513,3.70672794953831,3.90712239212672,0,0,
signal1-model1,2020-10-13,4.01844794952681,4.11770850701443,3.71084140277021,3.91427495489232,0,0,
signal1-model1,2020-10-14,3.9269381933439,4.11252701751586,3.74067372652854,3.9266003720222,0,0,
signal1-model1,2020-10-15,3.93062893081761,4.11260177411728,3.74074249541995,3.92667213476862,0,0,
signal1-model1,2020-10-16,3.92103248407643,4.11410725648556,3.74776410761316,3.93093568204936,0,0,
signal1-model1,2020-10-19,3.84165723577236,4.11364197496958,3.7509310664636,3.93228652071659,0,0,
signal1-model1,2020-10-20,3.87673786407767,4.11317467283889,3.74920437057092,3.93118952170491,0,0,
signal1-model1,2020-10-21,3.8684880126183,4.11096440635851,3.76068208696178,3.93582324666014,0,0,
signal1-model1,2020-10-22,3.79344043887147,4.11083476571131,3.74774933874758,3.92929205222945,0,0,
signal1-model1,2020-10-23,3.92788875739645,4.11212986062227,3.74994311957628,3.93103649009927,0,0,
signal1-model1,2020-10-26,3.83345205479452,4.09132548482606,3.79178232491208,3.94155390486907,0,0,
signal1-model1,2020-10-27,3.79953027522936,4.07915863157375,3.77775516343381,3.92845689750378,0,0,
signal1-model1,2020-10-28,3.85655402985075,4.0745730032457,3.77098499474693,3.92277899899632,0,0,
signal1-model1,2020-10-29,3.92842264150943,4.06595588216366,3.77033045270719,3.91814316743543,0,0,
signal1-model2,2020-08-06,3.89157803921569,3.97075099792566,3.74513495344197,3.85794297568382,0,0,
signal1-model2,2020-08-07,3.98605925925926,3.98322195002045,3.74238659393978,3.86280427198011,27,-4.47,超上限\收盘加仓美股
signal1-model2,2020-08-10,3.98615762376238,3.99695123576775,3.74284492685614,3.86989808131194,27,-4.47,
signal1-model2,2020-08-11,3.92082509803922,4.00131863857214,3.7515284549083,3.87642354674022,27,-4.47,
signal1-model2,2020-08-12,3.96485373737374,4.00514984314128,3.75097314079386,3.87806149196757,27,-4.47,
signal1-model2,2020-08-13,3.92628466257669,4.00620713867092,3.75110308075266,3.87865510971179,27,-4.47,
signal1-model2,2020-08-14,4.00134806866953,4.01984052952249,3.75357464602177,3.88670758777213,27,-4.47,
signal1-model2,2020-08-17,3.91190379746835,4.02224350777693,3.7559830747045,3.88911329124072,27,-4.47,
signal1-model2,2020-08-18,3.86697131147541,4.02220963324162,3.75590703561123,3.88905833442643,27,-4.47,
signal1-model2,2020-08-19,3.8,4.01991976380758,3.74744977461048,3.88368476920903,27,-4.47,
signal1-model2,2020-08-20,3.9624701754386,4.02167921825641,3.76969593230011,3.89568757527826,27,-4.47,
signal1-model2,2020-08-21,3.78278040089087,4.01196864773594,3.75858413886926,3.8852763933026,27,-4.47,
signal1-model2,2020-08-24,3.91244965831435,4.01338079208785,3.77016154571465,3.89177116890125,27,-4.47,
signal1-model2,2020-08-25,3.88068703296703,4.00778524984457,3.79012805540558,3.89895665262507,27,-4.47,
signal1-model2,2020-08-26,3.96700363636364,4.0133303938462,3.79996030206734,3.90664534795677,27,-4.47,
signal1-model2,2020-08-27,3.89602133333333,4.00818915114041,3.81778022677903,3.91298468895972,27,-4.47,
signal1-model2,2020-08-28,3.91042201834862,4.00849547205364,3.81820231774632,3.91334889489998,27,-4.47,
signal1-model2,2020-08-31,3.80851809954751,4.0083064120354,3.81862140994153,3.91346391098846,0,0,跌下限\开盘平\收盘平
signal1-model2,2020-09-01,3.86099203747073,4.00737829282942,3.81444837575172,3.91091333429057,0,0,
signal1-model2,2020-09-02,3.8399619047619,3.99979788412878,3.8079309053989,3.90386439476384,0,0,
signal1-model2,2020-09-03,3.84881090909091,3.99936542151922,3.80408665499599,3.9017260382576,0,0,
signal1-model2,2020-09-04,3.87782775119617,3.98953195989762,3.80309696581128,3.89631446285445,0,0,
signal1-model2,2020-09-07,3.5046686825054,4.02884501363063,3.71563501795257,3.8722400157916,-23.15,3.52,跌下限\收盘加仓美股
signal1-model2,2020-09-08,3.26893606557377,4.09426639040989,3.58502473792676,3.83964556416833,-23.15,3.52,跌下限 持仓未执行
signal1-model2,2020-09-09,3.82443451327434,4.08339525345937,3.58185395246735,3.83262460296336,-23.15,3.52,
signal1-model2,2020-09-10,3.81863908523908,4.07584171490065,3.57864293329231,3.82724232409648,-23.15,3.52,
signal1-model2,2020-09-11,3.85019829059829,4.06080537231925,3.57856429806658,3.81968483519292,-23.15,3.52,
signal1-model2,2020-09-14,3.78350212765957,4.05240788042509,3.57412162297987,3.81326475170248,-23.15,3.52,
signal1-model2,2020-09-15,3.87539669421488,4.05306979789261,3.57430224378629,3.81368602083945,-23.15,3.52,
signal1-model2,2020-09-16,3.68042985074627,4.05122462842644,3.56419039832709,3.80770751337676,-23.15,3.52,
signal1-model2,2020-09-17,3.92919367588933,4.04730170825681,3.56478566854179,3.8060436883993,-23.15,3.52,
signal1-model2,2020-09-18,3.83576153846154,4.05000024246872,3.56738524808695,3.80869274527783,-23.15,3.52,
signal1-model2,2020-09-21,3.81464046242775,4.04234366832183,3.56526090264517,3.8038022854835,-23.15,3.52,
signal1-model2,2020-09-22,3.89867784431138,4.04400499907365,3.56539865302779,3.80470182605072,-23.15,3.52,
signal1-model2,2020-09-23,3.77581351351351,4.0275836373294,3.56270100248703,3.79514231990821,-23.15,3.52,
signal1-model2,2020-09-24,3.92406432748538,4.03061166400807,3.56247727522357,3.79654446961582,-23.15,3.52,
signal1-model2,2020-09-25,3.893,4.02880789856968,3.5625388388271,3.79567336869839,-23.15,3.52,
signal1-model2,2020-09-28,3.6231037593985,4.02651767667599,3.54628762670588,3.78640265169093,-23.15,3.52,
signal1-model2,2020-09-29,4.06147042253521,4.05278259454252,3.5400705473458,3.79642657094416,28.4,-4.73,超上限\开盘平\收盘加仓美股
signal1-model2,2020-09-30,3.970112,4.06554792016647,3.54032023124565,3.80293407570606,28.4,-4.73,
signal1-model2,2020-10-01,4.02113927272727,4.08390944138115,3.53919154639461,3.81155049388788,28.4,-4.73,
signal1-model2,2020-10-02,4.16544363636364,4.12258006919261,3.5292825070999,3.82593128814626,28.4,-4.73,超上限 持仓不执行
signal1-model2,2020-10-05,3.76256116838488,4.11425295165564,3.56339887322481,3.83882591244023,28.4,-4.73,
signal1-model2,2020-10-06,3.93264109589041,4.06130968875229,3.68271263915983,3.87201116395606,28.4,-4.73,
signal1-model2,2020-10-07,3.96082593250444,4.06959196426849,3.68806950556664,3.87883073491757,28.4,-4.73,
signal1-model2,2020-10-08,3.93576920529801,4.07511698955665,3.69425749228438,3.88468724092051,28.4,-4.73,
signal1-model2,2020-10-09,4.09310298013245,4.09911233171965,3.69455261907479,3.89683247539722,28.4,-4.73,
signal1-model2,2020-10-12,3.98930046224961,4.10751683471513,3.70672794953831,3.90712239212672,28.4,-4.73,
signal1-model2,2020-10-13,4.01844794952681,4.11770850701443,3.71084140277021,3.91427495489232,28.4,-4.73,
signal1-model2,2020-10-14,3.9269381933439,4.11252701751586,3.74067372652854,3.9266003720222,28.4,-4.73,
signal1-model2,2020-10-15,3.93062893081761,4.11260177411728,3.74074249541995,3.92667213476862,28.4,-4.73,
signal1-model2,2020-10-16,3.92103248407643,4.11410725648556,3.74776410761316,3.93093568204936,28.4,-4.73,
signal1-model2,2020-10-19,3.84165723577236,4.11364197496958,3.7509310664636,3.93228652071659,28.4,-4.73,
signal1-model2,2020-10-20,3.87673786407767,4.11317467283889,3.74920437057092,3.93118952170491,28.4,-4.73,
signal1-model2,2020-10-21,3.8684880126183,4.11096440635851,3.76068208696178,3.93582324666014,28.4,-4.73,
signal1-model2,2020-10-22,3.79344043887147,4.11083476571131,3.74774933874758,3.92929205222945,28.4,-4.73,
signal1-model2,2020-10-23,3.92788875739645,4.11212986062227,3.74994311957628,3.93103649009927,28.4,-4.73,
signal1-model2,2020-10-26,3.83345205479452,4.09132548482606,3.79178232491208,3.94155390486907,28.4,-4.73,
signal1-model2,2020-10-27,3.79953027522936,4.07915863157375,3.77775516343381,3.92845689750378,28.4,-4.73,
signal1-model2,2020-10-28,3.85655402985075,4.0745730032457,3.77098499474693,3.92277899899632,28.4,-4.73,
signal1-model2,2020-10-29,3.92842264150943,4.06595588216366,3.77033045270719,3.91814316743543,28.4,-4.73,
signal2-model1,2020-08-06,3.89157803921569,3.97075099792566,3.74513495344197,3.85794297568382,0,0,
signal2-model1,2020-08-07,3.98605925925926,3.98322195002045,3.74238659393978,3.86280427198011,27,-4.47,超上限\收盘加仓美股
signal2-model1,2020-08-10,3.98615762376238,3.99695123576775,3.74284492685614,3.86989808131194,0,0,下穿中线\开盘平
signal2-model1,2020-08-11,3.92082509803922,4.00131863857214,3.7515284549083,3.87642354674022,0,0,
signal2-model1,2020-08-12,3.96485373737374,4.00514984314128,3.75097314079386,3.87806149196757,0,0,
signal2-model1,2020-08-13,3.92628466257669,4.00620713867092,3.75110308075266,3.87865510971179,0,0,
signal2-model1,2020-08-14,4.00134806866953,4.01984052952249,3.75357464602177,3.88670758777213,0,0,
signal2-model1,2020-08-17,3.91190379746835,4.02224350777693,3.7559830747045,3.88911329124072,0,0,
signal2-model1,2020-08-18,3.86697131147541,4.02220963324162,3.75590703561123,3.88905833442643,0,0,
signal2-model1,2020-08-19,3.8,4.01991976380758,3.74744977461048,3.88368476920903,0,0,
signal2-model1,2020-08-20,3.9624701754386,4.02167921825641,3.76969593230011,3.89568757527826,0,0,
signal2-model1,2020-08-21,3.78278040089087,4.01196864773594,3.75858413886926,3.8852763933026,0,0,
signal2-model1,2020-08-24,3.91244965831435,4.01338079208785,3.77016154571465,3.89177116890125,0,0,
signal2-model1,2020-08-25,3.88068703296703,4.00778524984457,3.79012805540558,3.89895665262507,0,0,
signal2-model1,2020-08-26,3.96700363636364,4.0133303938462,3.79996030206734,3.90664534795677,0,0,
signal2-model1,2020-08-27,3.89602133333333,4.00818915114041,3.81778022677903,3.91298468895972,0,0,
signal2-model1,2020-08-28,3.91042201834862,4.00849547205364,3.81820231774632,3.91334889489998,0,0,
signal2-model1,2020-08-31,3.80851809954751,4.0083064120354,3.81862140994153,3.91346391098846,0,0,跌下限\收盘平
signal2-model1,2020-09-01,3.86099203747073,4.00737829282942,3.81444837575172,3.91091333429057,0,0,
signal2-model1,2020-09-02,3.8399619047619,3.99979788412878,3.8079309053989,3.90386439476384,0,0,
signal2-model1,2020-09-03,3.84881090909091,3.99936542151922,3.80408665499599,3.9017260382576,0,0,
signal2-model1,2020-09-04,3.87782775119617,3.98953195989762,3.80309696581128,3.89631446285445,0,0,
signal2-model1,2020-09-07,3.5046686825054,4.02884501363063,3.71563501795257,3.8722400157916,-23.15,3.52,跌下限\收盘加仓美股
signal2-model1,2020-09-08,3.26893606557377,4.09426639040989,3.58502473792676,3.83964556416833,0,0,跌下限\开盘平\收盘平
signal2-model1,2020-09-09,3.82443451327434,4.08339525345937,3.58185395246735,3.83262460296336,0,0,
signal2-model1,2020-09-10,3.81863908523908,4.07584171490065,3.57864293329231,3.82724232409648,0,0,
signal2-model1,2020-09-11,3.85019829059829,4.06080537231925,3.57856429806658,3.81968483519292,0,0,
signal2-model1,2020-09-14,3.78350212765957,4.05240788042509,3.57412162297987,3.81326475170248,0,0,
signal2-model1,2020-09-15,3.87539669421488,4.05306979789261,3.57430224378629,3.81368602083945,0,0,
signal2-model1,2020-09-16,3.68042985074627,4.05122462842644,3.56419039832709,3.80770751337676,0,0,
signal2-model1,2020-09-17,3.92919367588933,4.04730170825681,3.56478566854179,3.8060436883993,0,0,
signal2-model1,2020-09-18,3.83576153846154,4.05000024246872,3.56738524808695,3.80869274527783,0,0,
signal2-model1,2020-09-21,3.81464046242775,4.04234366832183,3.56526090264517,3.8038022854835,0,0,
signal2-model1,2020-09-22,3.89867784431138,4.04400499907365,3.56539865302779,3.80470182605072,0,0,
signal2-model1,2020-09-23,3.77581351351351,4.0275836373294,3.56270100248703,3.79514231990821,0,0,
signal2-model1,2020-09-24,3.92406432748538,4.03061166400807,3.56247727522357,3.79654446961582,0,0,
signal2-model1,2020-09-25,3.893,4.02880789856968,3.5625388388271,3.79567336869839,0,0,
signal2-model1,2020-09-28,3.6231037593985,4.02651767667599,3.54628762670588,3.78640265169093,0,0,
signal2-model1,2020-09-29,4.06147042253521,4.05278259454252,3.5400705473458,3.79642657094416,28.4,-4.73,超上限\收盘加仓美股
signal2-model1,2020-09-30,3.970112,4.06554792016647,3.54032023124565,3.80293407570606,0,0,下穿中线\开盘平
signal2-model1,2020-10-01,4.02113927272727,4.08390944138115,3.53919154639461,3.81155049388788,0,0,
signal2-model1,2020-10-02,4.16544363636364,4.12258006919261,3.5292825070999,3.82593128814626,0,0,超上限\收盘平
signal2-model1,2020-10-05,3.76256116838488,4.11425295165564,3.56339887322481,3.83882591244023,0,0,
signal2-model1,2020-10-06,3.93264109589041,4.06130968875229,3.68271263915983,3.87201116395606,0,0,
signal2-model1,2020-10-07,3.96082593250444,4.06959196426849,3.68806950556664,3.87883073491757,0,0,
signal2-model1,2020-10-08,3.93576920529801,4.07511698955665,3.69425749228438,3.88468724092051,0,0,
signal2-model1,2020-10-09,4.09310298013245,4.09911233171965,3.69455261907479,3.89683247539722,0,0,
signal2-model1,2020-10-12,3.98930046224961,4.10751683471513,3.70672794953831,3.90712239212672,0,0,
signal2-model1,2020-10-13,4.01844794952681,4.11770850701443,3.71084140277021,3.91427495489232,0,0,
signal2-model1,2020-10-14,3.9269381933439,4.11252701751586,3.74067372652854,3.9266003720222,0,0,
signal2-model1,2020-10-15,3.93062893081761,4.11260177411728,3.74074249541995,3.92667213476862,0,0,
signal2-model1,2020-10-16,3.92103248407643,4.11410725648556,3.74776410761316,3.93093568204936,0,0,
signal2-model1,2020-10-19,3.84165723577236,4.11364197496958,3.7509310664636,3.93228652071659,0,0,
signal2-model1,2020-10-20,3.87673786407767,4.11317467283889,3.74920437057092,3.93118952170491,0,0,
signal2-model1,2020-10-21,3.8684880126183,4.11096440635851,3.76068208696178,3.93582324666014,0,0,
signal2-model1,2020-10-22,3.79344043887147,4.11083476571131,3.74774933874758,3.92929205222945,0,0,
signal2-model1,2020-10-23,3.92788875739645,4.11212986062227,3.74994311957628,3.93103649009927,0,0,
signal2-model1,2020-10-26,3.83345205479452,4.09132548482606,3.79178232491208,3.94155390486907,0,0,
signal2-model1,2020-10-27,3.79953027522936,4.07915863157375,3.77775516343381,3.92845689750378,0,0,
signal2-model1,2020-10-28,3.85655402985075,4.0745730032457,3.77098499474693,3.92277899899632,0,0,
signal2-model1,2020-10-29,3.92842264150943,4.06595588216366,3.77033045270719,3.91814316743543,0,0,
signal2-model2,2020-08-06,3.89157803921569,3.97075099792566,3.74513495344197,3.85794297568382,0,0,
signal2-model2,2020-08-07,3.98605925925926,3.98322195002045,3.74238659393978,3.86280427198011,27,-4.47,超上限\收盘加仓美股
signal2-model2,2020-08-10,3.98615762376238,3.99695123576775,3.74284492685614,3.86989808131194,0,0,下穿中线\开盘平
signal2-model2,2020-08-11,3.92082509803922,4.00131863857214,3.7515284549083,3.87642354674022,0,0,
signal2-model2,2020-08-12,3.96485373737374,4.00514984314128,3.75097314079386,3.87806149196757,0,0,
signal2-model2,2020-08-13,3.92628466257669,4.00620713867092,3.75110308075266,3.87865510971179,0,0,
signal2-model2,2020-08-14,4.00134806866953,4.01984052952249,3.75357464602177,3.88670758777213,0,0,
signal2-model2,2020-08-17,3.91190379746835,4.02224350777693,3.7559830747045,3.88911329124072,0,0,
signal2-model2,2020-08-18,3.86697131147541,4.02220963324162,3.75590703561123,3.88905833442643,0,0,
signal2-model2,2020-08-19,3.8,4.01991976380758,3.74744977461048,3.88368476920903,0,0,
signal2-model2,2020-08-20,3.9624701754386,4.02167921825641,3.76969593230011,3.89568757527826,0,0,
signal2-model2,2020-08-21,3.78278040089087,4.01196864773594,3.75858413886926,3.8852763933026,0,0,
signal2-model2,2020-08-24,3.91244965831435,4.01338079208785,3.77016154571465,3.89177116890125,0,0,
signal2-model2,2020-08-25,3.88068703296703,4.00778524984457,3.79012805540558,3.89895665262507,0,0,
signal2-model2,2020-08-26,3.96700363636364,4.0133303938462,3.79996030206734,3.90664534795677,0,0,
signal2-model2,2020-08-27,3.89602133333333,4.00818915114041,3.81778022677903,3.91298468895972,0,0,
signal2-model2,2020-08-28,3.91042201834862,4.00849547205364,3.81820231774632,3.91334889489998,0,0,
signal2-model2,2020-08-31,3.80851809954751,4.0083064120354,3.81862140994153,3.91346391098846,0,0,跌下限\收盘平
signal2-model2,2020-09-01,3.86099203747073,4.00737829282942,3.81444837575172,3.91091333429057,0,0,
signal2-model2,2020-09-02,3.8399619047619,3.99979788412878,3.8079309053989,3.90386439476384,0,0,
signal2-model2,2020-09-03,3.84881090909091,3.99936542151922,3.80408665499599,3.9017260382576,0,0,
signal2-model2,2020-09-04,3.87782775119617,3.98953195989762,3.80309696581128,3.89631446285445,0,0,
signal2-model2,2020-09-07,3.5046686825054,4.02884501363063,3.71563501795257,3.8722400157916,-23.15,3.52,跌下限\收盘加仓美股
signal2-model2,2020-09-08,3.26893606557377,4.09426639040989,3.58502473792676,3.83964556416833,-23.15,3.52,跌下限 持仓不执行
signal2-model2,2020-09-09,3.82443451327434,4.08339525345937,3.58185395246735,3.83262460296336,-23.15,3.52,
signal2-model2,2020-09-10,3.81863908523908,4.07584171490065,3.57864293329231,3.82724232409648,-23.15,3.52,
signal2-model2,2020-09-11,3.85019829059829,4.06080537231925,3.57856429806658,3.81968483519292,-23.15,3.52,
signal2-model2,2020-09-14,3.78350212765957,4.05240788042509,3.57412162297987,3.81326475170248,-23.15,3.52,
signal2-model2,2020-09-15,3.87539669421488,4.05306979789261,3.57430224378629,3.81368602083945,-23.15,3.52,
signal2-model2,2020-09-16,3.68042985074627,4.05122462842644,3.56419039832709,3.80770751337676,-23.15,3.52,
signal2-model2,2020-09-17,3.92919367588933,4.04730170825681,3.56478566854179,3.8060436883993,-23.15,3.52,
signal2-model2,2020-09-18,3.83576153846154,4.05000024246872,3.56738524808695,3.80869274527783,-23.15,3.52,
signal2-model2,2020-09-21,3.81464046242775,4.04234366832183,3.56526090264517,3.8038022854835,-23.15,3.52,
signal2-model2,2020-09-22,3.89867784431138,4.04400499907365,3.56539865302779,3.80470182605072,-23.15,3.52,
signal2-model2,2020-09-23,3.77581351351351,4.0275836373294,3.56270100248703,3.79514231990821,-23.15,3.52,
signal2-model2,2020-09-24,3.92406432748538,4.03061166400807,3.56247727522357,3.79654446961582,-23.15,3.52,
signal2-model2,2020-09-25,3.893,4.02880789856968,3.5625388388271,3.79567336869839,-23.15,3.52,
signal2-model2,2020-09-28,3.6231037593985,4.02651767667599,3.54628762670588,3.78640265169093,-23.15,3.52,
signal2-model2,2020-09-29,4.06147042253521,4.05278259454252,3.5400705473458,3.79642657094416,28.4,-4.73,上穿中线\开盘平\超上限\收盘加仓美股
signal2-model2,2020-09-30,3.970112,4.06554792016647,3.54032023124565,3.80293407570606,0,0,下穿中线\开盘平
signal2-model2,2020-10-01,4.02113927272727,4.08390944138115,3.53919154639461,3.81155049388788,0,0,
signal2-model2,2020-10-02,4.16544363636364,4.12258006919261,3.5292825070999,3.82593128814626,0,0,超上限\收盘平
signal2-model2,2020-10-05,3.76256116838488,4.11425295165564,3.56339887322481,3.83882591244023,0,0,
signal2-model2,2020-10-06,3.93264109589041,4.06130968875229,3.68271263915983,3.87201116395606,0,0,
signal2-model2,2020-10-07,3.96082593250444,4.06959196426849,3.68806950556664,3.87883073491757,0,0,
signal2-model2,2020-10-08,3.93576920529801,4.07511698955665,3.69425749228438,3.88468724092051,0,0,
signal2-model2,2020-10-09,4.09310298013245,4.09911233171965,3.69455261907479,3.89683247539722,0,0,
signal2-model2,2020-10-12,3.98930046224961,4.10751683471513,3.70672794953831,3.90712239212672,0,0,
signal2-model2,2020-10-13,4.01844794952681,4.11770850701443,3.71084140277021,3.91427495489232,0,0,
signal2-model2,2020-10-14,3.9269381933439,4.11252701751586,3.74067372652854,3.9266003720222,0,0,
signal2-model2,2020-10-15,3.93062893081761,4.11260177411728,3.74074249541995,3.92667213476862,0,0,
signal2-model2,2020-10-16,3.92103248407643,4.11410725648556,3.74776410761316,3.93093568204936,0,0,
signal2-model2,2020-10-19,3.84165723577236,4.11364197496958,3.7509310664636,3.93228652071659,0,0,
signal2-model2,2020-10-20,3.87673786407767,4.11317467283889,3.74920437057092,3.93118952170491,0,0,
signal2-model2,2020-10-21,3.8684880126183,4.11096440635851,3.76068208696178,3.93582324666014,0,0,
signal2-model2,2020-10-22,3.79344043887147,4.11083476571131,3.74774933874758,3.92929205222945,0,0,
signal2-model2,2020-10-23,3.92788875739645,4.11212986062227,3.74994311957628,3.93103649009927,0,0,
signal2-model2,2020-10-26,3.83345205479452,4.09132548482606,3.79178232491208,3.94155390486907,0,0,
signal2-model2,2020-10-27,3.79953027522936,4.07915863157375,3.77775516343381,3.92845689750378,0,0,
signal2-model2,2020-10-28,3.85655402985075,4.0745730032457,3.77098499474693,3.92277899899632,0,0,
signal2-model2,2020-10-29,3.92842264150943,4.06595588216366,3.77033045270719,3.91814316743543,0,0,
