date,signal,usdtwd,usdcnh
2013-07-18,-1,0,-6.1405
2013-07-19,-1,0.50397326856256,-6.1346
2013-07-22,-1,1.32677213643543,-6.1355
2013-07-23,-1,2.24445035828896,-6.1344
2013-07-24,-1,3.0966566213261,-6.1352
2013-07-25,-1,3.81535138245702,-6.1361
2013-07-26,-1,4.37921212567276,-6.1357
2013-07-29,-1,4.82058920024466,-6.1348
2013-07-30,-1,5.15772156700124,-6.135
2013-07-31,-1,5.41058589139069,-6.1323
2013-08-01,-1,5.60175134287896,-6.1338
2013-08-02,-1,5.73026249103465,-6.1295
2013-08-05,-1,5.82184480933612,-6.122
2013-08-06,-1,5.89947003607486,-6.1195
2013-08-07,-1,5.95257078433512,-6.1178
2013-08-08,-1,5.98186463959701,-6.1135
2013-08-09,-1,6.02071158643504,-6.1192
2013-08-12,-1,6.05080779503374,-6.118
2013-08-13,-1,6.07072839598232,-6.119
2013-08-14,-1,6.0789182852668,-6.1162
2013-08-15,0,-0,0
2013-08-16,0,-0,0
2013-08-19,0,-0,0
2013-08-20,0,-0,0
2013-08-21,0,-0,0
2013-08-22,0,-0,0
2013-08-23,0,-0,0
2013-08-26,0,-0,0
2013-08-27,0,-0,0
2013-08-28,0,-0,0
2013-08-29,0,-0,0
2013-08-30,0,-0,0
2013-09-02,-1,6.07564735746676,-6.1142
2013-09-03,0,-0,0
2013-09-04,0,-0,0
2013-09-05,0,-0,0
2013-09-06,0,-0,0
2013-09-09,0,-0,0
2013-09-10,0,-0,0
2013-09-11,0,-0,0
2013-09-12,0,-0,0
2013-09-13,0,-0,0
2013-09-16,0,-0,0
2013-09-17,0,-0,0
2013-09-18,0,-0,0
2013-09-19,0,-0,0
2013-09-20,0,-0,0
2013-09-23,0,-0,0
2013-09-24,0,-0,0
2013-09-25,0,-0,0
2013-09-26,0,-0,0
2013-09-27,0,-0,0
2013-09-30,0,-0,0
2013-10-01,0,-0,0
2013-10-02,0,-0,0
2013-10-03,0,-0,0
2013-10-04,0,-0,0
2013-10-07,0,-0,0
2013-10-08,0,-0,0
2013-10-09,0,-0,0
2013-10-10,0,-0,0
2013-10-11,0,-0,0
2013-10-14,0,-0,0
2013-10-15,0,-0,0
2013-10-16,0,-0,0
2013-10-17,0,-0,0
2013-10-18,0,-0,0
2013-10-21,0,-0,0
2013-10-22,0,-0,0
2013-10-23,0,-0,0
2013-10-24,0,-0,0
2013-10-25,0,-0,0
2013-10-28,0,-0,0
2013-10-29,0,-0,0
2013-10-30,0,-0,0
2013-10-31,0,-0,0
2013-11-01,0,-0,0
2013-11-04,0,-0,0
2013-11-05,0,-0,0
2013-11-06,0,-0,0
2013-11-07,0,-0,0
2013-11-08,0,-0,0
2013-11-11,0,-0,0
2013-11-12,0,-0,0
2013-11-13,0,-0,0
2013-11-14,0,-0,0
2013-11-15,0,-0,0
2013-11-18,0,-0,0
2013-11-19,0,-0,0
2013-11-20,0,-0,0
2013-11-21,0,-0,0
2013-11-22,0,-0,0
2013-11-25,0,-0,0
2013-11-26,0,-0,0
2013-11-27,0,-0,0
2013-11-28,0,-0,0
2013-11-29,0,-0,0
2013-12-02,0,-0,0
2013-12-03,0,-0,0
2013-12-04,0,-0,0
2013-12-05,0,-0,0
2013-12-06,0,-0,0
2013-12-09,0,-0,0
2013-12-10,0,-0,0
2013-12-11,0,-0,0
2013-12-12,0,-0,0
2013-12-13,0,-0,0
2013-12-16,0,-0,0
2013-12-17,0,-0,0
2013-12-18,0,-0,0
2013-12-19,1,-6.09867407981115,6.0743
2013-12-20,1,-6.09626513017429,6.0686
2013-12-23,1,-6.09985103005966,6.0714
2013-12-24,1,-6.10193066849794,6.074
2013-12-25,0,-0,0
2013-12-26,0,-0,0
2013-12-27,0,-0,0
2013-12-30,0,-0,0
2013-12-31,0,-0,0
2014-01-01,0,-0,0
2014-01-02,0,-0,0
2014-01-03,0,-0,0
2014-01-06,1,-6.06579302030154,6.0442
2014-01-07,1,-6.06541082247379,6.0394
2014-01-08,0,-0,0
2014-01-09,0,-0,0
2014-01-10,0,-0,0
2014-01-13,0,-0,0
2014-01-14,0,-0,0
2014-01-15,0,-0,0
2014-01-16,0,-0,0
2014-01-17,0,-0,0
2014-01-20,0,-0,0
2014-01-21,0,-0,0
2014-01-22,0,-0,0
2014-01-23,0,-0,0
2014-01-24,0,-0,0
2014-01-27,0,-0,0
2014-01-28,0,-0,0
2014-01-29,0,-0,0
2014-01-30,0,-0,0
2014-01-31,0,-0,0
2014-02-03,0,-0,0
2014-02-04,0,-0,0
2014-02-05,0,-0,0
2014-02-06,0,-0,0
2014-02-07,0,-0,0
2014-02-10,0,-0,0
2014-02-11,0,-0,0
2014-02-12,0,-0,0
2014-02-13,0,-0,0
2014-02-14,0,-0,0
2014-02-17,0,-0,0
2014-02-18,0,-0,0
2014-02-19,0,-0,0
2014-02-20,0,-0,0
2014-02-21,0,-0,0
2014-02-24,0,-0,0
2014-02-25,-1,6.07887852859392,-6.1165
2014-02-26,-1,6.07943583311299,-6.1185
2014-02-27,0,-0,0
2014-02-28,0,-0,0
2014-03-03,0,-0,0
2014-03-04,0,-0,0
2014-03-05,0,-0,0
2014-03-06,0,-0,0
2014-03-07,0,-0,0
2014-03-10,0,-0,0
2014-03-11,0,-0,0
2014-03-12,0,-0,0
2014-03-13,0,-0,0
2014-03-14,0,-0,0
2014-03-17,0,-0,0
2014-03-18,0,-0,0
2014-03-19,0,-0,0
2014-03-20,0,-0,0
2014-03-21,0,-0,0
2014-03-24,0,-0,0
2014-03-25,0,-0,0
2014-03-26,0,-0,0
2014-03-27,0,-0,0
2014-03-28,0,-0,0
2014-03-31,0,-0,0
2014-04-01,-1,6.16525091172255,-6.2055
2014-04-02,0,-0,0
2014-04-03,0,-0,0
2014-04-04,-1,6.17800297577665,-6.216
2014-04-07,0,-0,0
2014-04-08,0,-0,0
2014-04-09,-1,6.15527071561387,-6.1913
2014-04-10,-1,6.16792430407387,-6.2107
2014-04-11,0,-0,0
2014-04-14,0,-0,0
2014-04-15,0,-0,0
2014-04-16,0,-0,0
2014-04-17,0,-0,0
2014-04-18,0,-0,0
2014-04-21,0,-0,0
2014-04-22,0,-0,0
2014-04-23,0,-0,0
2014-04-24,0,-0,0
2014-04-25,0,-0,0
2014-04-28,0,-0,0
2014-04-29,-1,6.22211063151488,-6.2587
2014-04-30,0,-0,0
2014-05-01,0,-0,0
2014-05-02,0,-0,0
2014-05-05,0,-0,0
2014-05-06,0,-0,0
2014-05-07,0,-0,0
2014-05-08,0,-0,0
2014-05-09,0,-0,0
2014-05-12,0,-0,0
2014-05-13,0,-0,0
2014-05-14,0,-0,0
2014-05-15,0,-0,0
2014-05-16,0,-0,0
2014-05-19,0,-0,0
2014-05-20,0,-0,0
2014-05-21,0,-0,0
2014-05-22,0,-0,0
2014-05-23,0,-0,0
2014-05-26,0,-0,0
2014-05-27,0,-0,0
2014-05-28,0,-0,0
2014-05-29,0,-0,0
2014-05-30,0,-0,0
2014-06-02,0,-0,0
2014-06-03,0,-0,0
2014-06-04,0,-0,0
2014-06-05,0,-0,0
2014-06-06,0,-0,0
2014-06-09,0,-0,0
2014-06-10,0,-0,0
2014-06-11,0,-0,0
2014-06-12,0,-0,0
2014-06-13,0,-0,0
2014-06-16,0,-0,0
2014-06-17,0,-0,0
2014-06-18,0,-0,0
2014-06-19,0,-0,0
2014-06-20,0,-0,0
2014-06-23,0,-0,0
2014-06-24,0,-0,0
2014-06-25,0,-0,0
2014-06-26,0,-0,0
2014-06-27,0,-0,0
2014-06-30,0,-0,0
2014-07-01,0,-0,0
2014-07-02,0,-0,0
2014-07-03,0,-0,0
2014-07-04,0,-0,0
2014-07-07,0,-0,0
2014-07-08,0,-0,0
2014-07-09,0,-0,0
2014-07-10,0,-0,0
2014-07-11,0,-0,0
2014-07-14,0,-0,0
2014-07-15,0,-0,0
2014-07-16,0,-0,0
2014-07-17,0,-0,0
2014-07-18,0,-0,0
2014-07-21,0,-0,0
2014-07-22,0,-0,0
2014-07-23,0,-0,0
2014-07-24,0,-0,0
2014-07-25,0,-0,0
2014-07-28,0,-0,0
2014-07-29,0,-0,0
2014-07-30,0,-0,0
2014-07-31,0,-0,0
2014-08-01,0,-0,0
2014-08-04,0,-0,0
2014-08-05,0,-0,0
2014-08-06,0,-0,0
2014-08-07,0,-0,0
2014-08-08,0,-0,0
2014-08-11,0,-0,0
2014-08-12,0,-0,0
2014-08-13,0,-0,0
2014-08-14,0,-0,0
2014-08-15,0,-0,0
2014-08-18,0,-0,0
2014-08-19,0,-0,0
2014-08-20,0,-0,0
2014-08-21,0,-0,0
2014-08-22,0,-0,0
2014-08-25,0,-0,0
2014-08-26,0,-0,0
2014-08-27,0,-0,0
2014-08-28,0,-0,0
2014-08-29,0,-0,0
2014-09-01,0,-0,0
2014-09-02,0,-0,0
2014-09-03,0,-0,0
2014-09-04,0,-0,0
2014-09-05,0,-0,0
2014-09-08,0,-0,0
2014-09-09,0,-0,0
2014-09-10,0,-0,0
2014-09-11,0,-0,0
2014-09-12,0,-0,0
2014-09-15,0,-0,0
2014-09-16,0,-0,0
2014-09-17,0,-0,0
2014-09-18,1,-6.1669332253689,6.146
2014-09-19,0,-0,0
2014-09-22,0,-0,0
2014-09-23,0,-0,0
2014-09-24,0,-0,0
2014-09-25,0,-0,0
2014-09-26,0,-0,0
2014-09-29,0,-0,0
2014-09-30,0,-0,0
2014-10-01,0,-0,0
2014-10-02,0,-0,0
2014-10-03,0,-0,0
2014-10-06,0,-0,0
2014-10-07,0,-0,0
2014-10-08,0,-0,0
2014-10-09,0,-0,0
2014-10-10,0,-0,0
2014-10-13,0,-0,0
2014-10-14,0,-0,0
2014-10-15,0,-0,0
2014-10-16,0,-0,0
2014-10-17,0,-0,0
2014-10-20,0,-0,0
2014-10-21,0,-0,0
2014-10-22,0,-0,0
2014-10-23,0,-0,0
2014-10-24,0,-0,0
2014-10-27,0,-0,0
2014-10-28,0,-0,0
2014-10-29,0,-0,0
2014-10-30,0,-0,0
2014-10-31,0,-0,0
2014-11-03,0,-0,0
2014-11-04,0,-0,0
2014-11-05,0,-0,0
2014-11-06,0,-0,0
2014-11-07,0,-0,0
2014-11-10,0,-0,0
2014-11-11,0,-0,0
2014-11-12,0,-0,0
2014-11-13,0,-0,0
2014-11-14,0,-0,0
2014-11-17,0,-0,0
2014-11-18,0,-0,0
2014-11-19,1,-6.15504736444455,6.125
2014-11-20,0,-0,0
2014-11-21,0,-0,0
2014-11-24,0,-0,0
2014-11-25,0,-0,0
2014-11-26,0,-0,0
2014-11-27,0,-0,0
2014-11-28,0,-0,0
2014-12-01,0,-0,0
2014-12-02,0,-0,0
2014-12-03,0,-0,0
2014-12-04,0,-0,0
2014-12-05,0,-0,0
2014-12-08,0,-0,0
2014-12-09,0,-0,0
2014-12-10,0,-0,0
2014-12-11,0,-0,0
2014-12-12,0,-0,0
2014-12-15,0,-0,0
2014-12-16,0,-0,0
2014-12-17,0,-0,0
2014-12-18,0,-0,0
2014-12-19,0,-0,0
2014-12-22,0,-0,0
2014-12-23,1,-6.25904022520734,6.2317
2014-12-24,1,-6.25088752329601,6.2248
2014-12-25,1,-6.23067454697281,6.2069
2014-12-26,0,-0,0
2014-12-29,0,-0,0
2014-12-30,0,-0,0
2014-12-31,0,-0,0
2015-01-02,0,-0,0
2015-01-05,1,-6.25927666359768,6.2281
2015-01-06,1,-6.24519025284813,6.2125
2015-01-07,0,-0,0
2015-01-08,0,-0,0
2015-01-09,0,-0,0
2015-01-12,0,-0,0
2015-01-13,0,-0,0
2015-01-14,0,-0,0
2015-01-15,-1,6.17007294103407,-6.2154
2015-01-16,-1,6.16080902504675,-6.2443
2015-01-19,-1,6.17910459086706,-6.2241
2015-01-20,0,-0,0
2015-01-21,0,-0,0
2015-01-22,-1,6.18615139873988,-6.2216
2015-01-23,-1,6.17690061314013,-6.255
2015-01-26,-1,6.20574870766941,-6.2549
2015-01-27,-1,6.17514238873507,-6.2437
2015-01-28,-1,6.22079007625451,-6.2592
2015-01-29,0,-0,0
2015-01-30,0,-0,0
2015-02-02,0,-0,0
2015-02-03,0,-0,0
2015-02-04,0,-0,0
2015-02-05,0,-0,0
2015-02-06,1,-6.27020093902784,6.2478
2015-02-09,0,-0,0
2015-02-10,0,-0,0
2015-02-11,0,-0,0
2015-02-12,-1,6.20316585231477,-6.241
2015-02-13,0,-0,0
2015-02-16,0,-0,0
2015-02-17,0,-0,0
2015-02-18,0,-0,0
2015-02-19,1,-6.29468790405793,6.2725
2015-02-20,0,-0,0
2015-02-23,0,-0,0
2015-02-24,0,-0,0
2015-02-25,-1,6.22830599089877,-6.2712
2015-02-26,-1,6.24503459013063,-6.2799
2015-02-27,-1,6.25128752033129,-6.2868
2015-03-02,0,-0,0
2015-03-03,0,-0,0
2015-03-04,0,-0,0
2015-03-05,0,-0,0
2015-03-06,0,-0,0
2015-03-09,0,-0,0
2015-03-10,0,-0,0
2015-03-11,0,-0,0
2015-03-12,0,-0,0
2015-03-13,0,-0,0
2015-03-16,0,-0,0
2015-03-17,0,-0,0
2015-03-18,0,-0,0
2015-03-19,0,-0,0
2015-03-20,0,-0,0
2015-03-23,0,-0,0
2015-03-24,0,-0,0
2015-03-25,0,-0,0
2015-03-26,0,-0,0
2015-03-27,0,-0,0
2015-03-30,0,-0,0
2015-03-31,0,-0,0
2015-04-01,0,-0,0
2015-04-02,0,-0,0
2015-04-03,-1,6.15215848204956,-6.1958
2015-04-06,0,-0,0
2015-04-07,0,-0,0
2015-04-08,0,-0,0
2015-04-09,0,-0,0
2015-04-10,0,-0,0
2015-04-13,0,-0,0
2015-04-14,0,-0,0
2015-04-15,0,-0,0
2015-04-16,0,-0,0
2015-04-17,0,-0,0
2015-04-20,0,-0,0
2015-04-21,0,-0,0
2015-04-22,0,-0,0
2015-04-23,0,-0,0
2015-04-24,-1,6.13556575696629,-6.1968
2015-04-27,-1,6.11214694159868,-6.2168
2015-04-28,-1,6.13768006506787,-6.2046
2015-04-29,-1,6.14655484065656,-6.2016
2015-04-30,0,-0,0
2015-05-01,0,-0,0
2015-05-04,0,-0,0
2015-05-05,0,-0,0
2015-05-06,0,-0,0
2015-05-07,0,-0,0
2015-05-08,0,-0,0
2015-05-11,0,-0,0
2015-05-12,0,-0,0
2015-05-13,0,-0,0
2015-05-14,0,-0,0
2015-05-15,-1,6.16323723040355,-6.2034
2015-05-18,0,-0,0
2015-05-19,0,-0,0
2015-05-20,0,-0,0
2015-05-21,0,-0,0
2015-05-22,0,-0,0
2015-05-25,0,-0,0
2015-05-26,0,-0,0
2015-05-27,0,-0,0
2015-05-28,0,-0,0
2015-05-29,1,-6.2319571425394,6.2035
2015-06-01,1,-6.23116189797773,6.2052
2015-06-02,0,-0,0
2015-06-03,0,-0,0
2015-06-04,0,-0,0
2015-06-05,1,-6.23678316752951,6.212
2015-06-08,1,-6.23098774610185,6.2088
2015-06-09,1,-6.23614546343886,6.2117
2015-06-10,0,-0,0
2015-06-11,0,-0,0
2015-06-12,0,-0,0
2015-06-15,0,-0,0
2015-06-16,0,-0,0
2015-06-17,0,-0,0
2015-06-18,0,-0,0
2015-06-19,0,-0,0
2015-06-22,0,-0,0
2015-06-23,0,-0,0
2015-06-24,0,-0,0
2015-06-25,0,-0,0
2015-06-26,0,-0,0
2015-06-29,0,-0,0
2015-06-30,0,-0,0
2015-07-01,0,-0,0
2015-07-02,0,-0,0
2015-07-03,0,-0,0
2015-07-06,0,-0,0
2015-07-07,0,-0,0
2015-07-08,0,-0,0
2015-07-09,0,-0,0
2015-07-10,0,-0,0
2015-07-13,0,-0,0
2015-07-14,0,-0,0
2015-07-15,0,-0,0
2015-07-16,0,-0,0
2015-07-17,0,-0,0
2015-07-20,0,-0,0
2015-07-21,0,-0,0
2015-07-22,0,-0,0
2015-07-23,0,-0,0
2015-07-24,1,-6.25155954188939,6.2272
2015-07-27,1,-6.2571275677005,6.2199
2015-07-28,0,-0,0
2015-07-29,0,-0,0
2015-07-30,0,-0,0
2015-07-31,1,-6.24249498627967,6.2211
2015-08-03,1,-6.23995923271416,6.2195
2015-08-04,0,-0,0
2015-08-05,0,-0,0
2015-08-06,0,-0,0
2015-08-07,0,-0,0
2015-08-10,0,-0,0
2015-08-11,-1,6.33593211426373,-6.3888
2015-08-12,-1,6.36473756615353,-6.4504
2015-08-13,-1,6.38804773286506,-6.4622
2015-08-14,-1,6.40608575542694,-6.4533
2015-08-17,0,-0,0
2015-08-18,0,-0,0
2015-08-19,0,-0,0
2015-08-20,1,-6.46166414419487,6.4395
2015-08-21,0,-0,0
2015-08-24,1,-6.52441844946519,6.4937
2015-08-25,-1,6.43849496036624,-6.5105
2015-08-26,-1,6.45301895815728,-6.4894
2015-08-27,-1,6.42957566521343,-6.4763
2015-08-28,0,-0,0
2015-08-31,1,-6.46485792087221,6.4422
2015-09-01,1,-6.43925218226022,6.4177
2015-09-02,0,-0,0
2015-09-03,0,-0,0
2015-09-04,0,-0,0
2015-09-07,0,-0,0
2015-09-08,0,-0,0
2015-09-09,0,-0,0
2015-09-10,0,-0,0
2015-09-11,0,-0,0
2015-09-14,0,-0,0
2015-09-15,0,-0,0
2015-09-16,0,-0,0
2015-09-17,0,-0,0
2015-09-18,0,-0,0
2015-09-21,1,-6.430636723253,6.3986
2015-09-22,1,-6.4603191030093,6.4166
2015-09-23,1,-6.46306205748561,6.4386
2015-09-24,1,-6.46289805169184,6.4163
2015-09-25,1,-6.4444297486381,6.397
2015-09-28,1,-6.42254308420776,6.358
2015-09-29,1,-6.38255538670912,6.3441
2015-09-30,0,-0,0
2015-10-01,0,-0,0
2015-10-02,0,-0,0
2015-10-05,-1,6.2981962830692,-6.3491
2015-10-06,0,-0,0
2015-10-07,0,-0,0
2015-10-08,-1,6.30539439745179,-6.3419
2015-10-09,-1,6.30029807140927,-6.3369
2015-10-12,0,-0,0
2015-10-13,0,-0,0
2015-10-14,0,-0,0
2015-10-15,-1,6.26768984664014,-6.3498
2015-10-16,-1,6.32881851489506,-6.3645
2015-10-19,0,-0,0
2015-10-20,0,-0,0
2015-10-21,0,-0,0
2015-10-22,0,-0,0
2015-10-23,0,-0,0
2015-10-26,0,-0,0
2015-10-27,0,-0,0
2015-10-28,0,-0,0
2015-10-29,1,-6.37612314952098,6.3495
2015-10-30,1,-6.3478332495455,6.3215
2015-11-02,0,-0,0
2015-11-03,0,-0,0
2015-11-04,0,-0,0
2015-11-05,0,-0,0
2015-11-06,0,-0,0
2015-11-09,0,-0,0
2015-11-10,0,-0,0
2015-11-11,0,-0,0
2015-11-12,0,-0,0
2015-11-13,0,-0,0
2015-11-16,0,-0,0
2015-11-17,0,-0,0
2015-11-18,0,-0,0
2015-11-19,-1,6.35497870308329,-6.4036
2015-11-20,-1,6.37530524966832,-6.4207
2015-11-23,0,-0,0
2015-11-24,-1,6.38453200652996,-6.4273
2015-11-25,0,-0,0
2015-11-26,0,-0,0
2015-11-27,0,-0,0
2015-11-30,0,-0,0
