,trade_time,trade_price,close_time,close_price,long_short,trade_cost,close_cost,profit
0,2016-08-12,2.5327979861984287,2016-09-02,2.3851285852895447,-1,0.006167202013801571,0.006258871414710455,0.14766940090888392
1,2016-09-20,2.2645353850875707,2016-10-28,2.393586185558844,1,0.006191464614912428,0.0061964138144411565,0.12905080047127315
2,2016-09-28,2.2553743849192593,2016-10-28,2.393586185558844,1,0.006226625615080742,0.0061964138144411565,0.1382118006395845
0,2016-08-12,2.480127943809852,2016-09-02,2.3289900279144033,-1,0.006219872056190148,0.006315009972085597,0.15113791589544867
1,2016-09-21,2.202383392397571,2016-10-28,2.3384753363278694,1,0.006279616607602429,0.006251524663672131,0.13609194393029833
2,2016-09-28,2.1978227288458876,2016-10-28,2.3384753363278694,1,0.006284177271154114,0.006251524663672131,0.14065260748198183
0,2016-08-12,2.4320533402482383,2016-09-02,2.2777495358255613,-1,0.006267946659751761,0.006366250464174439,0.154303804422677
1,2016-09-21,2.1499703490023485,2016-10-28,2.288172885284132,1,0.006332029650997653,0.006301827114715868,0.13820253628178358
2,2016-09-28,2.1452924303200267,2016-10-28,2.288172885284132,1,0.006336707569679975,0.006301827114715868,0.1428804549641054
0,2016-08-12,2.386857103330614,2016-09-02,2.2295769613548253,-1,0.006313142896669385,0.006414423038645175,0.15728014197578855
1,2016-09-21,2.100695427289719,2016-10-28,2.2408821886069106,1,0.006381304572710282,0.0063491178113930895,0.14018676131719143
2,2016-09-28,2.095907273883208,2016-10-28,2.2408821886069106,1,0.006386092726116793,0.0063491178113930895,0.1449749147237025
0,2016-08-12,2.3344463649809133,2016-09-02,2.173714784138193,-1,0.006365553635019086,0.006470285215861808,0.16073158084272032
1,2016-09-21,2.0435549393816306,2016-10-28,2.1860426599434435,1,0.006438445060618371,0.006403957340056557,0.14248772056181291
2,2016-09-28,2.038638954905974,2016-10-28,2.1860426599434435,1,0.006443361045094027,0.006403957340056557,0.14740370503746947
0,2016-08-12,2.2894127947283023,2016-09-02,2.125715588527483,-1,0.006410587205271697,0.006518284411472517,0.16369720620081907
1,2016-09-21,1.994457364008662,2016-10-28,2.1389221681425408,1,0.006487542635991339,0.006451077831857459,0.14446480413387874
2,2016-09-28,1.9894315415567796,2016-10-28,2.1389221681425408,1,0.0064925684584432215,0.006451077831857459,0.14949062658576118
0,2016-08-12,2.2372541735967966,2016-09-02,2.070122131370244,-1,0.006462745826403203,0.006573877868629756,0.16713204222655254
1,2016-09-28,1.9324387067594269,2016-10-28,2.0843464401781113,1,0.006549561293240574,0.0065056535598218895,0.15190773341868447
0,2016-08-12,2.18976745872592,2016-09-02,2.0195082425932367,-1,0.006510232541274079,0.006624491757406764,0.17025921613268347
1,2016-09-28,1.8805507841688107,2016-10-28,2.034659121447365,1,0.00660144921583119,0.006555340878552635,0.15410833727855433
0,2016-08-12,2.1413343421732556,2016-09-02,1.967885628121251,-1,0.006558665657826744,0.0066761143718787495,0.17344871405200468
1,2016-09-28,1.8276287446185822,2016-10-28,1.983981543395919,1,0.006654371255381418,0.006606018456604082,0.15635279877733677
0,2016-08-12,2.0929774276034236,2016-09-02,1.9163442338114542,-1,0.006607022572396575,0.006727655766188546,0.1766331937919694
1,2016-09-28,1.7747899696739853,2016-10-28,1.9333836986387043,1,0.006707210030326016,0.006656616301361296,0.15859372896471902
0,2016-08-12,2.053298649017467,2016-09-02,1.8740524624893493,-1,0.006646701350982533,0.0067699475375106516,0.17924618652811786
1,2016-09-28,1.731433645755672,2016-10-28,1.8918661473865694,1,0.0067505663542443296,0.006698133852613431,0.1604325016308974
0,2016-08-12,1.9998295345294497,2016-09-02,1.817062211193584,-1,0.006700170465470549,0.006826937788806417,0.18276732333586576
0,2016-08-12,1.9491067923023988,2016-09-02,1.7629991908198739,-1,0.006750893207697601,0.006881000809180126,0.18610760148252492
1,2017-05-12,1.9357565667856766,2017-05-15,1.86776570714206,-1,0.007440243433214323,0.007454234292857942,0.06799085964361673
0,2016-08-12,1.9114250672779156,2016-09-02,1.722835986342559,-1,0.006788574932722083,0.006921164013657441,0.18858908093535653
1,2017-05-12,1.8925604429771226,2017-05-16,1.8017694680237368,-1,0.007483439557022876,0.007440230531976264,0.09079097495338573
0,2016-08-12,1.882412297247329,2016-09-02,1.6919126192611773,-1,0.00681758770275267,0.0069520873807388224,0.19049967798615164
1,2017-05-12,1.8593019017225476,2017-05-17,1.7682278753542295,-1,0.007516698098277452,0.007473772124645771,0.09107402636831807
0,2016-08-12,1.8910071149965177,2016-09-02,1.7010734372036058,-1,0.006808992885003482,0.006942926562796395,0.18993367779291193
1,2017-05-12,1.869154497678935,2017-05-18,1.8151544976789347,-1,0.007506845502321065,0.0074528455023210646,0.05400000000000027
0,2016-08-12,1.8929485210652075,2016-09-02,1.7031426919646235,-1,0.006807051478934792,0.006940857308035377,0.18980582910058397
1,2017-05-12,1.8713800119527986,2017-05-19,1.8253872034675918,-1,0.007504619988047201,0.0074706127965324075,0.045992808485206815
0,2016-08-12,1.8906796148078255,2016-09-02,1.7007243699293166,-1,0.006809320385192174,0.006943275630070684,0.1899552448785089
1,2017-05-12,1.8687790706333605,2017-05-22,1.8437823858275455,-1,0.007507220929366639,0.007506217614172455,0.02499668480581496
0,2017-05-12,1.8497268543765846,2017-05-23,1.867493580177137,-1,0.007526273145623415,0.007616506419822863,-0.017766725800552496
0,2017-05-12,1.8213978192344746,2017-05-24,1.832703744201797,-1,0.007554602180765525,0.007651296255798203,-0.011305924967322412
1,2017-05-23,1.838802897777894,2017-05-24,1.832703744201797,-1,0.007645197102222106,0.007651296255798203,0.006099153576097027
0,2016-08-25,1.7863131976885134,2016-09-02,1.6281910703107179,-1,0.006939686802311488,0.007015808929689282,0.15812212737779552
1,2017-05-12,1.790768428022968,2017-05-25,1.7437965581001507,-1,0.007585231571977031,0.007686203441899849,0.04697186992281743
2,2017-05-23,1.80778249306156,2017-05-25,1.7437965581001507,-1,0.00767621750693844,0.007686203441899849,0.06398593496140936
0,2016-08-25,1.782029583910416,2016-09-02,1.6237127468154342,-1,0.0069439704160895845,0.007020287253184566,0.1583168370949819
1,2017-05-12,1.7859519244925721,2017-05-26,1.7798570800115319,-1,0.007590048075507428,0.007732142919988469,0.006094844481040251
2,2017-05-23,1.8029045022520522,2017-05-26,1.7798570800115319,-1,0.007681095497747948,0.007732142919988469,0.023047422240520365
0,2016-08-25,1.7898655291977077,2016-09-02,1.6319048714339663,-1,0.006936134470802293,0.007012095128566034,0.15796065776374135
1,2017-05-12,1.794762676370627,2017-05-31,1.8114253149782007,-1,0.007581237323629372,0.007782574685021799,-0.016662638607573665
2,2017-05-23,1.8118277318136569,2017-05-31,1.8114253149782007,-1,0.0076721722681863435,0.007782574685021799,0.00040241683545616524
3,2017-05-26,1.7888927872566858,2017-05-31,1.8114253149782007,-1,0.007723107212743315,0.007782574685021799,-0.022532527721514928
0,2017-05-12,1.8038711635353009,2017-06-01,1.8809609428746508,-1,0.007572128836464699,0.00782103905712535,-0.0770897793393499
1,2017-05-23,1.8210524975378797,2017-06-01,1.8809609428746508,-1,0.007662947502462121,0.00782103905712535,-0.05990844533677109
2,2017-05-31,1.820824498541747,2017-06-01,1.8809609428746508,-1,0.007773175501458253,0.00782103905712535,-0.06013644433290377
0,2017-05-23,1.8189134905923323,2017-06-02,1.8832088003674614,-1,0.007665086509407668,0.007790791199632539,-0.0642953097751291
1,2017-05-31,1.8186450481875651,2017-06-02,1.8832088003674614,-1,0.007775354951812434,0.007790791199632539,-0.0645637521798963
0,2017-05-23,1.8130985796975807,2017-06-05,1.7837111966749117,-1,0.0076709014203024195,0.007592288803325089,0.029387383022668967
1,2017-05-31,1.8127201914985855,2017-06-05,1.7837111966749117,-1,0.007781279808501414,0.007592288803325089,0.029008994823673806
0,2017-05-23,1.808930283811335,2017-06-06,1.7935779284851896,-1,0.0076750697161886644,0.00761042207151481,0.015352355326145428
1,2017-05-31,1.8084730832951625,2017-06-06,1.7935779284851896,-1,0.007785526916704837,0.00761042207151481,0.014895154809972944
0,2017-05-23,1.807260631000453,2017-06-07,1.8644185628975052,-1,0.007676739368999547,0.007647581437102495,-0.057157931897052094
1,2017-05-31,1.8067718614185284,2017-06-07,1.8644185628975052,-1,0.00778722813858147,0.007647581437102495,-0.05764670147897677
0,2017-05-23,1.7971243826652765,2017-06-08,1.8420579500742549,-1,0.007686875617334723,0.007669942049925747,-0.04493356740897836
1,2017-05-31,1.7964439613291154,2017-06-08,1.8420579500742549,-1,0.007797556038670884,0.007669942049925747,-0.045613988745139444
2,2017-06-07,1.8544313770378458,2017-06-08,1.8420579500742549,-1,0.007657568622962154,0.007669942049925747,0.012373426963590894
0,2017-05-23,1.791234238779147,2017-06-09,1.8532251161157194,-1,0.0076927657612208536,0.00763077488388428,-0.06199087733657249
1,2017-05-31,1.7904424491762314,2017-06-09,1.8532251161157194,-1,0.007803557550823769,0.00763077488388428,-0.06278266693948797
2,2017-06-07,1.8486278529147473,2017-06-09,1.8532251161157194,-1,0.007663372147085254,0.00763077488388428,-0.00459726320097209
0,2017-07-26,3.4568719265412677,2017-08-29,3.6687552687444427,-1,0.007183128073458733,0.007425244731255559,-0.21188334220317495
1,2017-08-01,3.449313597642855,2017-08-29,3.6687552687444427,-1,0.007190686402357147,0.007425244731255559,-0.21944167110158785
2,2017-08-24,3.5278719265412675,2017-08-29,3.6687552687444427,-1,0.0072541280734587325,0.007425244731255559,-0.14088334220317522
0,2017-08-25,3.646101383068085,2017-09-18,3.401825993563169,-1,0.007475898616931914,0.007124174006436831,0.2442753895049159
1,2017-09-05,3.5994761048502877,2017-09-18,3.401825993563169,-1,0.007352523895149713,0.007124174006436831,0.1976501112871185
2,2017-09-12,3.5854761048502883,2017-09-18,3.401825993563169,-1,0.0073385238951497135,0.007124174006436831,0.18365011128711917
0,2018-01-19,3.981007850764566,2018-02-07,4.016442696155943,-1,0.008734992149235433,0.008671557303844056,-0.03543484539137731
1,2018-01-23,3.9496925758224704,2018-02-07,4.016442696155943,-1,0.008794307424177533,0.008671557303844056,-0.06675012033347283
2,2018-02-01,3.9308990190832467,2018-02-07,4.016442696155943,-1,0.008899100980916752,0.008671557303844056,-0.0855436770726965
0,2018-01-19,3.9203489900598987,2018-02-08,3.7599441653788617,-1,0.008795651009940102,0.008500055834621139,0.160404824681037
1,2018-01-23,3.8878773070281127,2018-02-08,3.7599441653788617,-1,0.00885612269297189,0.008500055834621139,0.12793314164925107
2,2018-02-01,3.867506830166584,2018-02-08,3.7599441653788617,-1,0.008962493169833415,0.008500055834621139,0.10756266478772236
0,2017-12-06,-7.873849128625964,2018-01-18,-9.412604324226443,-1,0.018683849128625966,0.02184460432422644,1.538755195600479
0,2017-12-06,-7.855375892006731,2018-01-18,-9.390862160962651,-1,0.018665375892006734,0.021822862160962655,1.5354862689559203
0,2017-12-06,-7.867354405993216,2018-01-18,-9.404960329687487,-1,0.01867735440599322,0.021836960329687485,1.5376059236942714
0,2017-12-06,-7.89854605593298,2018-01-18,-9.441671489698898,-1,0.01870854605593298,0.021873671489698897,1.5431254337659182
0,2017-12-06,-7.910905762985268,2018-01-18,-9.456218305406527,-1,0.018720905762985268,0.021888218305406527,1.5453125424212582
0,2017-12-06,-7.903864302097511,2018-01-18,-9.447930824690896,-1,0.018713864302097514,0.021879930824690894,1.5440665225933854
0,2017-12-29,-7.9933400642387005,2018-01-18,-9.442750543267891,-1,0.0188893400642387,0.021874750543267894,1.4494104790291908
0,2017-12-27,-8.065211206063454,2018-01-18,-9.489632807107164,-1,0.01873321120606345,0.021921632807107162,1.4244216010437096
1,2017-12-29,-8.033583406100732,2018-01-18,-9.489632807107164,-1,0.01892958340610073,0.021921632807107162,1.4560494010064318
0,2017-12-27,-8.122589477364157,2018-01-18,-9.556887666090773,-1,0.01879058947736416,0.02198888766609077,1.4342981887266166
0,2017-12-27,-8.08873713878503,2018-01-18,-9.517208285625074,-1,0.018756737138785028,0.021949208285625077,1.4284711468400442
0,2017-12-27,-8.047218842527391,2018-01-18,-9.468543397388661,-1,0.018715218842527394,0.021900543397388665,1.42132455486127
0,2017-12-27,-8.008583683777003,2018-01-18,-9.42325792442714,-1,0.018676583683777004,0.021855257924427142,1.4146742406501378
0,2017-12-27,-7.939890195974208,2018-01-18,-9.342740147740258,-1,0.018607890195974208,0.021774740147740262,1.4028499517660507
0,2017-12-27,-7.858993708976804,2018-01-18,-9.247918855603956,-1,0.018526993708976803,0.02167991885560396,1.3889251466271517
0,2017-12-27,-7.789348058485825,2018-01-18,-9.166285019372726,-1,0.018457348058485826,0.021598285019372727,1.3769369608869013
0,2017-12-27,-7.71221891723542,2018-01-18,-9.07587955053004,-1,0.018380218917235416,0.021507879550530042,1.3636606332946197
0,2017-12-27,-7.647738554115618,2018-01-18,-9.000300108512569,-1,0.01831573855411562,0.02143230010851257,1.3525615543969511
0,2017-12-27,-7.568892215678858,2018-01-18,-8.907881859361282,-1,0.018236892215678858,0.021339881859361285,1.3389896436824245
0,2017-12-27,-7.4871036813099,2018-01-23,-9.076379025840616,-1,0.0181551036813099,0.02182037902584062,1.5892753445307157
0,2018-03-14,-9.85346284851862,2018-06-19,-8.55765405458566,1,0.02148746284851862,0.019393654054585662,1.2958087939329594
0,2018-03-14,-9.796198291829597,2018-06-19,-8.506582835974486,1,0.0214301982918296,0.019342582835974485,1.2896154558551114
0,2018-03-14,-9.761834919674055,2018-06-19,-8.475935968295,1,0.021395834919674055,0.019311935968294995,1.285898951379055
0,2018-03-14,-9.71309430212782,2018-06-19,-8.432466798569905,1,0.021347094302127823,0.019268466798569903,1.2806275035579144
0,2018-03-14,-9.600102571671457,2018-06-19,-8.33169547157388,1,0.021234102571671458,0.01916769547157388,1.2684071000975763
0,2018-03-14,-9.370243065235735,2018-06-19,-8.126695978313403,1,0.021004243065235736,0.0189626959783134,1.243547086922332
0,2018-03-14,-8.958944846987684,2018-06-19,-7.759880928428286,1,0.020592944846987683,0.018595880928428288,1.199063918559398
1,2018-10-12,-6.809141768522117,2018-10-15,-6.720628176039712,-1,0.01797314176852212,0.01776662817603971,-0.0885135924824052
0,2018-10-12,-6.4379591635472835,2018-10-16,-6.390260912898285,-1,0.017601959163547284,0.017554260912898287,-0.04769825064899891
0,2018-10-12,-6.108332140859956,2018-10-18,-6.1741370374058695,-1,0.01727233214085996,0.01716013703740587,0.06580489654591393
0,2018-10-12,-5.730387652524987,2018-10-19,-5.56560679813987,-1,0.01689438765252499,0.01687960679813987,-0.1647808543851177
0,2019-04-16,5.41150831648105,2019-04-26,5.162859947846617,-1,0.0062004916835189505,0.005941140052153384,0.24864836863443252
1,2019-08-26,4.9297342548065295,2019-10-14,5.195443879476338,1,0.005642265745193472,0.0059385561205236624,0.2657096246698085
2,2019-08-29,4.94396973604002,2019-10-14,5.195443879476338,1,0.00565803026395998,0.0059385561205236624,0.2514741434363179
0,2019-08-26,4.504780762901417,2019-10-14,4.75225204027916,1,0.006067219237098584,0.00638174795972084,0.247471277377743
1,2019-08-29,4.518104326770303,2019-10-14,4.75225204027916,1,0.0060838956732296974,0.00638174795972084,0.23414771350885655
0,2019-08-26,4.469471099742753,2019-10-14,4.71542694093343,1,0.0061025289002572475,0.0064185730590665705,0.2459558411906766
1,2019-08-29,4.482718891802287,2019-10-14,4.71542694093343,1,0.006119281108197713,0.0064185730590665705,0.2327080491311424
0,2019-08-26,4.381583681901745,2019-10-14,4.623767530910404,1,0.006190416318098256,0.0065102324690895965,0.24218384900865875
1,2019-08-29,4.3946428743521775,2019-10-14,4.623767530910404,1,0.006207357125647823,0.0065102324690895965,0.22912465655822611
0,2019-05-14,4.295752414831075,2019-05-28,4.513354037707206,1,0.006390247585168925,0.006590645962292795,0.21760162287613127
1,2019-08-26,4.283910934930761,2019-10-14,4.521902820550107,1,0.00628808906506924,0.006612097179449893,0.23799188561934592
2,2019-08-29,4.296760529211729,2019-10-14,4.521902820550107,1,0.006305239470788272,0.006612097179449893,0.22514229133837826
0,2019-05-09,4.183088123585898,2019-05-28,4.398580414008108,1,0.006532911876414102,0.006705419585991894,0.21549229042221008
1,2019-05-14,4.18002828493157,2019-05-28,4.398580414008108,1,0.00650597171506843,0.006705419585991894,0.21855212907653776
2,2019-08-26,4.173176962583391,2019-10-14,4.406416317200704,1,0.006398823037416609,0.006727583682799297,0.2332393546173126
0,2019-05-09,4.070184817581871,2019-05-28,4.287742412382204,1,0.006645815182418129,0.006816257587617797,0.21755759480033277
1,2019-05-14,4.068272370248722,2019-05-28,4.287742412382204,1,0.006617727629751278,0.006816257587617797,0.21947004213348187
2,2019-08-26,4.0662400914494965,2019-10-14,4.294889880782092,1,0.006505759908550505,0.006839110119217909,0.2286497893325956
0,2020-01-02,2.6419668666492395,2020-02-03,2.3577950045148404,-1,0.00902403313335076,0.008182204995485158,0.28417186213439916
1,2020-01-07,2.681732494222361,2020-02-03,2.3577950045148404,-1,0.00895226750577764,0.008182204995485158,0.3239374897075207
2,2020-07-06,2.7447324942223608,2020-07-24,2.429579727880672,-1,0.00901526750577764,0.00820442027211933,0.31515276634168865
0,2020-01-07,2.4187260209386174,2020-02-03,2.113500454231521,-1,0.009215273979061384,0.00842649954576848,0.30522556670709644
1,2020-07-06,2.481726020938617,2020-07-27,2.1569323671922387,-1,0.009278273979061382,0.008443067632807761,0.3247936537463785
0,2020-01-07,2.3517792664786605,2020-02-03,2.0513167099702967,-1,0.00928222073352134,0.008488683290029702,0.30046255650836384
1,2020-07-06,2.4147792664786603,2020-07-27,2.095013234608721,-1,0.009345220733521339,0.008504986765391279,0.3197660318699391
