Row,ADSEZ,APNT,AXSB,BAF,BHARTI,BJAUT,BJFIN,BPCL,BRIT,CIPLA,COAL,DIVI,DRRD,EIM,GAIL,GRASIM,HCLT,HDFC,HDFCB,HDFCLIFE,HMCL,HNDL,HUVR,ICICIBC,IIB,INFO,IOCL,ITC,JSTL,KMB,LT,MM,MSIL,NEST,NTPC,ONGC,PWGR,RIL,SBILIFE,SBIN,SRCM,SUNP,TATA,TCS,TECHM,TTAN,TTMT,UPLL,UTCEM,WPRO
2012-07-05,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,NaN,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,NaN,0,0,0,1,0,0,0,0,0,0,0
2012-07-06,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,NaN,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,NaN,0,0,0,1,0,0,0,0,0,0,0
2012-07-09,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,1,NaN,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,NaN,0,0,0,1,0,0,0,0,0,0,0
2012-07-10,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,1,NaN,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,NaN,0,0,0,0,0,0,0,0,0,0,0
2012-07-11,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,1,NaN,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,NaN,0,0,0,0,0,0,0,0,0,0,0
2012-07-12,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,1,NaN,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,NaN,0,0,0,0,0,0,0,0,0,0,0
2012-07-13,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,1,NaN,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,NaN,0,0,0,0,0,0,0,0,0,0,0
2012-07-16,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,1,NaN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NaN,0,0,0,0,0,0,0,0,0,0,0
2012-07-17,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,1,NaN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NaN,0,0,0,0,0,0,0,0,0,0,0
2012-07-18,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,1,NaN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NaN,0,0,0,0,0,0,0,0,0,0,0
2012-07-19,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,NaN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NaN,0,0,0,0,0,0,0,0,0,0,0
2012-07-20,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,NaN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NaN,0,0,0,0,0,0,0,0,0,0,0
2012-07-23,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,NaN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NaN,0,0,0,0,0,0,0,0,0,0,0
2012-07-24,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,NaN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NaN,0,0,0,0,0,0,0,0,0,0,0
2012-07-25,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,NaN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NaN,0,0,0,0,0,0,0,0,0,0,0
2012-07-26,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,NaN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NaN,0,0,0,0,0,0,0,0,0,0,0
2012-07-27,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,NaN,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,NaN,0,0,0,0,0,0,0,0,0,0,0
2012-07-30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NaN,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,NaN,0,0,0,0,0,0,0,0,0,0,0
2012-07-31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NaN,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,NaN,0,1,1,0,0,0,0,0,0,0,0
2012-08-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NaN,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,NaN,0,1,1,0,0,0,0,0,0,0,0
2012-08-02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NaN,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,NaN,0,1,1,0,0,0,0,0,0,0,0
2012-08-03,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NaN,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,NaN,0,1,1,0,0,0,0,0,0,0,0
2012-08-06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NaN,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,NaN,0,1,1,0,0,0,0,0,0,0,0
2012-08-07,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NaN,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,NaN,0,1,1,0,0,0,0,0,0,0,0
2012-08-08,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NaN,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,NaN,0,1,1,0,0,0,0,0,0,0,0
2012-08-09,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NaN,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,NaN,0,1,1,0,0,0,0,0,0,0,0
2012-08-10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NaN,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,NaN,0,1,1,0,0,0,0,0,0,0,0
2012-08-13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NaN,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,NaN,0,1,1,0,0,0,0,0,0,0,0
2012-08-14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NaN,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,NaN,0,1,1,0,0,0,0,0,0,0,0
2012-08-15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NaN,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,1,NaN,0,1,1,0,0,0,0,0,0,0,0
2012-08-16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NaN,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,1,NaN,0,1,1,0,0,0,0,0,0,0,0
2012-08-17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NaN,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,NaN,0,1,1,0,0,0,0,0,0,0,0
2012-08-20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NaN,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,NaN,0,1,1,0,0,0,0,0,0,0,0
2012-08-21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NaN,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,NaN,0,0,0,0,0,0,0,0,0,0,0
2012-08-22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NaN,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,NaN,0,0,0,0,0,0,0,0,0,0,0
2012-08-23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NaN,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,NaN,0,0,0,0,0,0,0,0,0,0,0
2012-08-24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NaN,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,NaN,0,0,0,0,0,0,0,0,0,0,0
2012-08-27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NaN,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,NaN,0,0,0,0,0,0,0,0,0,0,0
2012-08-28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NaN,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,NaN,0,0,0,0,0,0,0,0,0,0,0
2012-08-29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NaN,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,NaN,0,0,0,0,0,0,0,0,0,0,0
2012-08-30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NaN,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,NaN,0,0,0,0,0,0,0,0,0,0,0
2012-08-31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,NaN,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,NaN,0,0,0,0,0,0,0,0,0,0,0
2012-09-03,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,NaN,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,NaN,0,0,0,0,0,0,0,0,0,0,0
2012-09-04,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,NaN,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,NaN,0,0,0,0,0,0,0,0,0,0,0
2012-09-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,NaN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,NaN,0,0,0,0,0,0,0,0,0,0,0
2012-09-06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,NaN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,NaN,0,0,0,0,0,0,0,0,1,0,0
2012-09-07,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,NaN,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,NaN,0,0,0,0,0,0,0,0,1,0,0
2012-09-10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,NaN,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,NaN,0,0,0,0,0,0,0,0,1,0,0
2012-09-11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,NaN,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,NaN,0,0,0,0,0,0,0,0,1,0,0
2012-09-12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,NaN,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,NaN,0,0,0,0,0,0,0,0,1,0,0
2012-09-13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,NaN,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,NaN,0,0,0,0,0,0,0,0,1,0,0
2012-09-14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,NaN,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,NaN,0,0,0,0,0,0,0,0,1,0,0
2012-09-17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,NaN,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,1,1,NaN,0,0,0,1,0,0,0,0,1,0,0
2012-09-18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,NaN,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,1,1,NaN,0,0,0,1,0,0,0,0,1,0,0
2012-09-19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,NaN,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,1,NaN,0,0,0,1,0,0,0,0,1,0,0
2012-09-20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,NaN,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,1,NaN,0,0,0,1,0,0,0,0,1,0,0
2012-09-21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,NaN,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,1,NaN,0,0,0,1,0,0,0,0,1,0,0
2012-09-24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,NaN,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,1,NaN,0,0,0,1,0,0,0,0,1,0,0
2012-09-25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,NaN,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,1,NaN,0,0,0,1,0,0,0,0,1,0,0
2012-09-26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,NaN,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,1,NaN,0,0,0,1,0,0,0,0,1,0,0
2012-09-27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,NaN,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,1,NaN,0,0,0,1,0,0,0,0,0,0,0
2012-09-28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,NaN,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,NaN,0,0,0,1,0,0,0,0,0,0,0
2012-10-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,NaN,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,NaN,0,0,0,1,0,0,0,0,1,0,0
2012-10-02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,NaN,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,NaN,0,0,0,1,0,0,0,0,1,0,0
2012-10-03,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NaN,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,NaN,0,0,0,1,0,0,0,0,1,0,0
2012-10-04,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NaN,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,NaN,0,0,0,1,0,0,0,0,1,0,0
2012-10-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NaN,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,NaN,0,0,0,1,0,0,0,0,1,0,0
2012-10-08,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NaN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NaN,0,0,0,0,0,0,0,0,1,0,0
2012-10-09,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NaN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NaN,0,0,0,0,0,0,0,0,1,0,0
2012-10-10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NaN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NaN,0,0,0,0,0,0,0,0,1,0,0
2012-10-11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NaN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NaN,0,0,0,0,0,0,0,0,1,0,0
2012-10-12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NaN,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,NaN,0,0,0,0,0,0,0,0,1,0,0
2012-10-15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NaN,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,NaN,0,0,0,0,0,0,0,0,1,0,0
2012-10-16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NaN,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,NaN,0,0,0,0,0,0,0,0,1,0,0
2012-10-17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NaN,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,NaN,0,0,0,0,0,0,0,0,1,0,0
2012-10-18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NaN,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,NaN,0,0,0,0,0,0,0,0,1,0,0
2012-10-19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NaN,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,NaN,0,0,0,0,0,0,0,0,1,0,0
2012-10-22,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NaN,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,NaN,0,0,0,0,0,0,0,0,0,0,0
2012-10-23,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NaN,0,0,0,1,0,0,0,0,1,0,0,0,0,1,1,0,0,0,NaN,0,0,0,0,0,0,0,0,0,0,0
2012-10-24,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,NaN,0,0,0,1,0,0,0,0,1,0,0,0,0,1,1,0,0,0,NaN,0,0,0,0,0,0,0,0,0,0,0
2012-10-25,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,NaN,0,0,0,1,0,0,0,0,1,0,0,0,0,1,1,0,0,0,NaN,0,0,0,0,0,0,0,0,0,0,0
2012-10-26,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,NaN,0,0,0,1,0,0,0,0,1,0,0,0,0,1,1,0,0,0,NaN,0,0,0,0,0,0,0,0,0,0,0
2012-10-29,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,NaN,0,0,0,1,0,0,0,0,1,0,0,0,0,1,1,0,0,0,NaN,0,0,0,0,0,0,0,0,0,0,0
2012-10-30,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,NaN,0,0,0,1,0,0,0,0,1,0,0,0,0,1,1,0,0,0,NaN,0,0,0,0,0,0,0,0,0,0,0
2012-10-31,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,NaN,0,0,0,1,0,0,0,0,1,0,0,0,0,1,1,0,0,0,NaN,0,0,0,0,0,0,0,0,0,0,0
2012-11-01,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,NaN,0,0,0,1,0,0,0,0,1,0,0,0,0,1,1,0,0,0,NaN,0,0,0,0,0,0,0,0,0,0,0
2012-11-02,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,NaN,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,NaN,0,0,0,0,0,0,0,0,0,0,0
2012-11-05,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,NaN,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,NaN,0,0,0,0,1,0,0,0,0,0,0
2012-11-06,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,NaN,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,NaN,0,0,0,0,1,0,0,0,0,0,0
2012-11-07,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,NaN,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,NaN,0,0,0,0,1,0,0,0,0,0,0
2012-11-08,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,NaN,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,NaN,0,0,0,0,1,0,0,0,0,0,0
2012-11-09,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,NaN,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,NaN,0,0,0,0,1,0,0,0,0,0,0
2012-11-12,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,NaN,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,NaN,0,0,0,0,1,0,0,0,0,0,0
2012-11-13,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,NaN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NaN,0,0,0,0,1,0,0,0,0,0,0
2012-11-14,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,NaN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NaN,0,0,0,0,1,0,0,0,0,0,0
2012-11-15,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,NaN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NaN,0,0,0,0,1,0,0,0,0,0,0
2012-11-16,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,NaN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NaN,0,0,0,0,1,0,0,0,0,0,0
2012-11-19,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,NaN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NaN,0,0,0,0,1,0,0,0,0,0,0
2012-11-20,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,NaN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NaN,0,0,0,0,1,0,0,0,0,0,0
2012-11-21,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,NaN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NaN,0,0,0,0,1,0,0,0,0,0,0
2012-11-22,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,NaN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NaN,0,0,0,0,1,0,0,0,0,0,0
2012-11-23,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,NaN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NaN,0,0,0,0,1,0,0,0,0,0,0
2012-11-26,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,NaN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NaN,0,0,0,0,0,0,0,0,0,0,0
2012-11-27,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,NaN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NaN,0,0,0,0,0,0,0,0,0,0,0
2012-11-28,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,NaN,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,NaN,0,0,0,0,0,0,0,0,0,0,0
2012-11-29,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,NaN,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,NaN,0,0,0,0,0,0,0,0,0,0,0
2012-11-30,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,NaN,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,NaN,0,0,0,0,0,0,0,0,0,0,0
2012-12-03,0,0,1,0,0,0,1,1,0,0,1,0,0,1,1,0,0,0,0,NaN,0,1,1,1,0,0,0,1,0,0,0,0,0,0,0,1,0,1,NaN,0,0,0,0,0,0,0,0,0,0,0
2012-12-04,1,0,1,0,0,0,1,1,0,0,1,0,0,1,1,0,0,0,0,NaN,0,1,1,1,0,0,0,1,0,0,0,0,0,0,0,1,0,1,NaN,0,0,0,0,0,0,0,0,0,0,0
2012-12-05,1,0,1,0,0,0,1,1,0,0,1,0,0,1,1,0,0,0,0,NaN,0,1,1,1,0,0,0,1,1,0,0,0,0,0,0,1,0,1,NaN,1,0,0,0,0,0,0,0,0,0,0
2012-12-06,1,0,1,0,0,0,1,1,0,0,1,0,0,1,1,0,0,0,0,NaN,0,1,1,1,0,0,0,1,1,0,0,0,0,0,0,1,0,1,NaN,1,0,0,0,0,0,0,0,0,0,0
2012-12-07,1,0,1,0,0,0,1,1,0,0,1,0,0,1,1,0,0,0,0,NaN,0,1,1,1,0,0,0,1,1,0,0,0,0,0,0,1,0,1,NaN,1,0,0,0,0,0,0,0,0,0,0
2012-12-10,1,0,1,0,0,0,1,1,0,0,1,0,0,1,1,0,0,0,0,NaN,0,1,1,1,0,0,0,1,1,0,0,0,0,0,0,1,0,1,NaN,1,0,0,0,0,0,0,0,0,0,0
2012-12-11,1,0,1,0,0,0,1,1,0,0,1,0,0,1,1,0,0,0,0,NaN,0,1,1,1,0,0,0,1,1,0,0,0,0,0,0,1,0,1,NaN,1,0,0,0,0,0,0,0,0,0,0
2012-12-12,1,0,1,0,0,0,1,1,0,0,1,0,0,1,1,0,0,0,0,NaN,0,1,1,1,0,0,0,1,1,0,0,0,0,0,0,1,0,1,NaN,1,0,0,0,0,0,0,0,0,0,0
